"","title","price","floor_area","location","agency","image_url"
"512","Nähe Aufhof Center - 2 Zimmer Eigentum mit Garten- und Terrassenbenützung",980000,54,"1140","CONCORDIA Real Estate Immobilienvermittlungs GesmbH","https://cache.willhaben.at/mmo/3/355/721/073_-46731130_hoved.jpg"
"513","Traumhafte Dachgeschosswohnung mit Wienerwaldblick",570000,145,"1140","OPTIN Immobilien GmbH","https://cache.willhaben.at/mmo/0/373/421/070_621800791_hoved.jpg"
"514","Traumhafte Dachgeschosswohnung mit Fernblick",1050000,110,"1140","OPTIN Immobilien GmbH","https://cache.willhaben.at/mmo/8/373/421/078_1031598147_hoved.jpg"
"515","Wunderschöne Balkon-Wohnung - Neubau",579000,51,"1140","Bieber Immobilien GmbH","https://cache.willhaben.at/mmo/2/379/817/552_-1776360987_hoved.jpg"
"516","Weidlingau Living - Top 9",528000,85,"1140","Real-Treuhand Immobilien Vertriebs GmbH - WIEN","https://cache.willhaben.at/mmo/3/268/937/243_1882911576_hoved.jpg"
"517","** WOHNUNG 3 ZIMMER Terrasse 11m² ** MAISONETTE ERSTBEZUG ** Klimaanlage **",158900,110,"1140","gb-direkt Finanzberatung & Immobilienhandel GmbH","https://cache.willhaben.at/mmo/3/367/479/923_-402460384_hoved.jpg"
"518","++ ALTBAUWOHNUNG 2 ZIMMER 38 m² FÜR PÄRCHEN ++",366000,38,"1140","gb-direkt Finanzberatung & Immobilienhandel GmbH","https://cache.willhaben.at/mmo/5/367/476/305_-620368570_hoved.jpg"
"519","Weidlingau Living - Top 19",292000,60,"1140","Real-Treuhand Immobilien Vertriebs GmbH - WIEN","https://cache.willhaben.at/mmo/9/290/789/189_-50530409_hoved.jpg"
"520","Weidlingau Living - Top 16",262000,54,"1140","Real-Treuhand Immobilien Vertriebs GmbH - WIEN","https://cache.willhaben.at/mmo/7/284/714/217_-749734820_hoved.jpg"
"521","Weidlingau Living - MINI Top 6",455000,50,"1140","Real-Treuhand Immobilien Vertriebs GmbH - WIEN","https://cache.willhaben.at/mmo/0/271/071/750_-50530409_hoved.jpg"
"522","Weidlingau Living - Top 11",299000,84,"1140","Real-Treuhand Immobilien Vertriebs GmbH - WIEN","https://cache.willhaben.at/mmo/2/271/071/752_-13632886_hoved.jpg"
"523","Weidlingau Living - MINI Top 1",265000,60,"1140","Real-Treuhand Immobilien Vertriebs GmbH - WIEN","https://cache.willhaben.at/mmo/0/271/817/090_-2041972048_hoved.jpg"
"524","Anlegerwohnung mit ruhiger Innenhoflage",340000.5,54,"1140","Golden Home Real LTD & CoKG","https://cache.willhaben.at/mmo/4/379/873/034_562165599_hoved.jpg"
"525","Provisionsfreie 3-Zimmer Neubauwohnungen mit Freifläche ab 290.000, -- Euro! U3!",199000.5,70,"1140","teamneunzehn.at Immobilienmanagement GmbH & Co KG","https://cache.willhaben.at/mmo/1/379/861/411_72409843_hoved.jpg"
"526","Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!",279000.5,40,"1140","teamneunzehn.at Immobilienmanagement GmbH & Co KG","https://cache.willhaben.at/mmo/7/379/853/807_1398403654_hoved.jpg"
"527","Provisionsfreie 2-Zimmer Neubauwohnungen mit Freiflächen ab 199.000, -- Euro! U3!",394500,55,"1140","teamneunzehn.at Immobilienmanagement GmbH & Co KG","https://cache.willhaben.at/mmo/7/379/853/827_72409843_hoved.jpg"
"528","Provisionsfreie 3-Zimmer Neubauwohnungen mit Freiflächen ab 290.000, -- Euro! U3!",449000.5,80,"1140","teamneunzehn.at Immobilienmanagement GmbH & Co KG","https://cache.willhaben.at/mmo/0/379/850/700_663611374_hoved.jpg"
"529","Provisionsfreie 3-Zimmer Neubauwohnungen zum Vermieten ab 240.000, -- Euro! U3! WOHNTRAUM!",289000,80,"1140","teamneunzehn.at Immobilienmanagement GmbH & Co KG","https://cache.willhaben.at/mmo/4/379/850/704_72409843_hoved.jpg"
"530","Sanierungsbedürftige Familienwohnung mit Balkon Nähe Matzner-Park!",449000,79,"1140","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/2/357/954/652_-1974343667_hoved.jpg"
"531","Helle Eigentumswohnung mit großer Terrasse und privater Parkanlage",339000,104,"1140","Krenn Real GmbH","https://cache.willhaben.at/mmo/6/308/045/606_-1489050826_hoved.jpg"
"532","COLIBRI - Schützplatz 1, 1140 Wien",479000,57,"1140","CROWND Estate Service GmbH","https://cache.willhaben.at/mmo/4/367/330/384_1343996392_hoved.jpg"
"533","COLIBRI - Schützplatz 1, 1140 Wien",369000,78,"1140","CROWND Estate Service GmbH","https://cache.willhaben.at/mmo/9/367/330/389_-948311795_hoved.jpg"
"534","COLIBRI - Schützplatz 1, 1140 Wien",339000,53,"1140","CROWND Estate Service GmbH","https://cache.willhaben.at/mmo/1/367/330/281_2073356832_hoved.jpg"
"535","Befristete Anlegerwohnung in der Jenullgasse",159000,117,"1140","ISIDEX GmbH","https://cache.willhaben.at/mmo/3/359/676/513_-767963873_hoved.jpg"
"536","++ KLEIN ABER FEIN ++ TOP Verkehrsanbindung ++ 1140 Wien ++ Altbau ++ 3. Liftstock ++ TOP SANIERT ++ Ruhelage ++",649000,38,"1140","gb-direkt Finanzberatung & Immobilienhandel GmbH","https://cache.willhaben.at/mmo/7/379/671/807_384036747_hoved.jpg"
"537","WOHNEN AM PARK 128 - EIN WUNDERBARES DOMIZIL MIT TRAUMHAFTE TERRASSE UND BLICK",840000,100,"1140","Rabas & Partner Immobilien e.U.","https://cache.willhaben.at/mmo/5/378/490/745_740486655_hoved.jpg"
"538","Wohnungspaket Wien in Toplage",375000,200,"1140","","https://cache.willhaben.at/mmo/2/379/653/192_1052428779_hoved.jpg"
